Track name,Artist name,Album,ISRC,Duration,Year,Month,Day
El Ausente,Fruko Y Sus Tesos,"Fruko el Bueno ""ayunando""",COF019501517,179,2018,9,18
Fake Lover,Raymix,Fake Lover,USUM71907877,162,1992,10,20
Jurabas Tú,Los Auténticos Decadentes,Jurabas Tú,ARF472100125,143,1998,10,18
Wildflower,Blue Wednesday,After Hours,GBKQU2124156,198,2015,1,9
Rododendri,So.Lo,QuietPath,GBKQU2262869,158,1993,9,2
Evergarden,Osaki,Evergarden,GBKQU2266815,132,2000,12,9
Passageetx,mell-ø,Time To Go,GBKQU2187937,282,2010,1,30
Reflection,Nothingtosay,Cold Thoughts,GBKQU2271265,165,2016,9,19
Gone Alone,softy,The Day I Passed,GBKQU2260603,141,2005,12,19
Old Friend,Phlocalyst,Relatives,GBKQU2111677,173,2018,5,13
Furry Love,Krynoze,Pawmises,GBKQU2271783,160,1994,11,5
Red String,Osaki,Evergarden,GBKQU2266816,276,2001,5,25
First Snow,Chris Mazuera,Perspective,TCAEQ2084513,232,2012,12,9
Underwater,Nothingtosay,Cold Thoughts,GBKQU2271264,279,2001,7,24
Ultima Ola,Hoogway,Equation Of Time,GBKQU2278080,241,2002,9,19
Citylights,cxlt.,A Moment Away,GBKQU2262876,236,2011,3,9
In The End,Ky akasha,Memory Within A Dream,GBLV62041799,198,2018,7,20
How I Feel,xander.,Forest Of Dreams,GBKQU2223259,148,2013,12,19
Dreamscape,Spencer Hunt,Sound Asleep,TCAEW2041553,158,2020,4,19
After Dark,kokoro,The Way Home,GBLV62127811,270,2010,4,13
Dreamlands,Yasumu,Mirror of Time,GBKQU2148377,246,1991,4,23
Warm Sleep,Tenno,The Inner Light,GBKQU2174460,151,1994,2,25
Letting Go,Laffey,After The Rain,GBLV62109054,279,1999,11,19
No Regrets,Thaehan,Hourglass,GBKQU2116287,144,2017,3,15
Your Light,Lilac,Lanterns,GBLV62030165,275,1995,11,7
The Seeker,Tenno,The Prophecy,GBLV62028849,213,2016,10,23
Fancy Brew,HM Surf,12 Am. Study Session,GBKQU2204517,230,2009,5,12
Field Trip,squeeda,Lost World,GBKQU2188319,274,1995,5,10
Rip Kompen,HM Surf,Pool Days,GBLV62137834,181,1998,9,10
Littlewood,Loafy Building,12 Am. Study Session,GBKQU2204514,295,2000,4,25
Still Lake,Lawrence Walther,Floating into Serenity,GBLV62130161,270,1994,11,23
Water Lily,TABAL,Rainy Days,GBLV62116020,126,2007,8,31
white leaf,Jhove,dream tapes,GBKQU2176907,109,2002,6,12
Holy Cloud,Tonion,Stories of Synergy,GBKQU2255693,235,2005,4,1
Wavelength,softy,Shifting Past,GBKQU2176091,250,2017,4,17
After Dark,S N U G,Nightfall,GBKQU2111746,235,2018,8,24
Passing By,Casiio,Nomads,GBLV62110165,175,1993,2,17
Directions,Akin,Directions,GBKQU2221399,279,1998,8,26
Sleepmodee,Living Room,Rituals,GBKQU2135966,246,2016,2,27
lazy river,hi jude,Sun Swells,GBLV62106925,256,2010,8,7
Stargazing,kyu,Dreamscapes,GBKQU2178886,242,2005,8,15
Travelogue,Leavv,Cloud Shapes,GBKQU2190493,153,1990,8,13
Homecoming,Krynoze,A World After,GBLV62103204,204,2019,3,5
Warm Atmos,Rudy Raw,Imagenero,GBKQU2173031,269,2021,6,15
Whispering,Living Room,After The Rainbow,GBLV62129252,234,2013,9,25
Rent a Van,Tom Doolie,Land of Calm,GBKQU2111663,184,1997,5,16
Drift Away,Yasumu,Creating Memories,GBKQU2178406,211,2020,10,8
La Bachata,Manuel Turizo,La Bachata,QZDYA1800087,192,1993,2,11
El Rescate,Grupo Marca Registrada,El Rescate,USDXS2202347,162,2004,2,26
Dos Mil 16,Bad Bunny,Un Verano Sin Ti,QM6MZ2214889,170,2011,4,1
LA CANCIÓN,J Balvin,OASIS,USUM71911618,126,2005,7,3
Pink Venom,BLACKPINK,Pink Venom,KRA402200017,172,1998,1,30
Pink Venom,BLACKPINK,Pink Venom,KRA402200017,169,2003,1,23
La Bachata,Manuel Turizo,La Bachata,QZDYA1800087,247,1996,7,5
Heat Waves,Glass Animals,Dreamland (+ Bonus Levels),GBUM72000433,287,2000,1,28
After LIKE,IVE,After LIKE,QMBZ92254957,113,1996,11,5
Can't Stop,Red Hot Chili Peppers,By the Way (Deluxe Edition),USWB10201694,107,2010,4,16
By the Way,Red Hot Chili Peppers,By the Way (Deluxe Edition),USWB10201688,204,2006,7,5
The Reason,Hoobastank,The Reason,USIR20300704,203,2018,1,22
In the End,Linkin Park,Hybrid Theory (Bonus Edition),USWB10002407,199,2021,5,24
Chop Suey!,System Of A Down,Toxicity,USSM10107256,239,2008,5,23
Over & Over,Dark Heart,Over & Over,DES232100400,267,2013,8,11
Black Light,SJAY Music,Black Light,DES232200250,295,1997,5,8
My Carousel,Tobtok,My Carousel,DES232100300,177,2014,8,27
In My Sleep,Wilhelmina,In My Sleep,NLT2H2200559,100,2010,11,20
Back To You,LANNÉ,Back To You,DEPI82214298,258,1993,8,23
Count to 10,Jeh,Count to 10,QM6N22220281,284,2003,11,11
Say My Name,Matvey Emerson,Say My Name,DES232000230,272,2000,1,15
Ojos Verdes,Julión Álvarez y su Norteño Banda,Soy Lo Que Quiero... Indispensable (Edición Especial),MX4881300006,122,2017,3,27
Te Felicito,Shakira,Te Felicito,USQX92201764,164,2019,7,15
La Carcacha,Selena,La Leyenda (Version Super Deluxe),USEL19200542,112,2018,9,4
El Botecito,Los Hijos Del Pueblo,El Botecito,MX1770900026,196,2013,4,16
El Afilador,Grupo Carabo,Yo Sé Que Te Acordarás Sonidero (20 Temas Originales),MXUM71400169,233,2018,1,28
La rebelion,Joe Arroyo,Sabor a Salsa,ARG991001050,127,2021,5,25
Adiós Adiós,"Daniel, Me Estás Matando",Adiós Adiós,QZ5AB2030187,174,2003,8,18
Primer Beso,Raymix,Oye Mujer,TCACM1605852,119,2001,5,22
Mama Cumbia,Los Socios Del Ritmo,Llorar,QMFME1327249,106,2005,2,11
Una Cerveza,Rafaga,Una Cerveza,ARU021600000,221,2009,5,20
Fuiste Mala,A.B. Quintanilla III Y Los Kumbia Kings,"Amor, Familia Y Respeto",USEL19900118,123,2022,12,15
Una Vez Más,Los Master Plus,Puro Cumbión Legendario,MX3741801301,272,2011,3,22
Amor Pirata,Grupo Pesadilla,Grandes Exitos,USKH40503975,295,2009,8,4
El Superman,Los Cartageneros,El Superman,ARG991026800,283,2015,1,21
Igualito Es,Alma Corazón y Vida,Sonideras Peruanas: Cumbias & Guarachas Limpias,PEIFP2100300,175,1994,5,22
Best Friend,Krynoze,Pawmises,GBKQU2271784,112,2021,2,3
Golden Hour,Jhove,Golden Hour,GBKQU2150387,247,1996,10,1
Silhouettes,softy,Another Life,GBKQU2232196,206,2000,12,29
Better Days,Purrple Cat,Distant Worlds II,GBKQU2212295,189,2013,3,8
Miles Apart,cxlt.,A Moment Away,GBKQU2262874,108,2019,10,18
28th Of May,Hoogway,Equation Of Time,GBKQU2278070,151,2014,9,13
Everlasting,Osaki,Evergarden,GBKQU2266818,168,1999,5,25
Ancient Map,Mondo Loops,Forest Kingdom,GBKQU2273137,254,1991,2,6
willow hill,Spencer Hunt,Windy City,GBLV62114738,116,2021,8,21
Time Travel,cxlt.,A Moment Away,GBKQU2262875,265,2005,8,16
Nightflight,cxlt.,A Moment Away,GBKQU2262877,277,2022,6,25
A While Ago,No Spirit,Between Worlds,GBKQU2278940,296,1990,9,13
Daydreaming,Tenno,The Prophecy,GBLV62028847,279,2011,9,24
In The Zone,No Spirit,Between Worlds,GBKQU2278935,211,2009,9,2
Melted Away,softy,The Day I Passed,GBKQU2260600,241,2014,6,7
Smoke Rings,No Spirit,Between Worlds,GBKQU2278937,236,2011,2,20
Nightingale,Sleepermane,Dreamtime,GBKQU2271653,262,1991,11,14
Silhouettes,Tibeauthetraveler,Leaving This Place,GBLV62131250,215,1995,8,27
Field Guide,Ornithology,Ornithology,GBLV62108145,202,2006,12,23
closed eyes,Jhove,falling dreams,GBKQU2117219,142,2007,11,16
From Within,Loafy Building,Butterflies,GBKQU2224979,104,1997,5,1
Buds of May,Towerz,Solemn,GBKQU2221372,132,2015,2,12
Going South,Blumen,La Hague,GBKQU2088911,267,2021,8,31
Feelin Warm,Pandrezz,Feelin Better,GBKQU2194074,165,1990,11,7
Rain inside,Sátyr,Aiode,GBKQU2227578,151,2021,10,26
To the Moon,DLJ,Time Capsule,GBKQU2171093,211,2014,8,10
Snow & Sand,j'san,1 Am. Study Session,TCAEN1970748,100,2008,3,16
Three of Us,Team Astro,Three of Us,GBKQU2217527,215,2000,10,1
night train,Hevi,talking to myself,GBKQU2252388,141,1991,2,6
Coming Home,Elijah Lee,Vanishing Journey,GBKQU2153598,192,2018,12,15
outer space,j'san,outer space,GBKQU2101033,254,2022,11,2
Sternbilder,kyu,Dreamscapes,GBKQU2178890,155,2019,10,18
drunk waves,Bhxa,Ayla,GBKQU2201384,163,2010,9,8
Warm Summer,xander.,Daydreaming,GBKQU2161431,201,2021,3,30
First Night,Osaki,New Beginnings,GBLV62104861,276,2004,4,18
Winter Love,Dr. Dundiff,Winter Love,GBKQU2111262,208,2009,12,30
Settle Down,Ivylake,Moonfern,GBKQU2219123,283,2003,12,25
Morning Dew,Mondo Loops,12 Am. Study Session,GBKQU2204509,250,2018,2,3
Another Era,S N U G,Purple Skies,GBKQU2164944,219,1992,10,17
Sleeping In,Casiio,12 Am. Study Session,GBKQU2204516,182,2014,3,4
Had Abbadon,Chau Sara,Lightsaber Bar,GBKQU2213249,215,1999,3,24
Living Free,møndberg,Living Free,GBKQU2250508,156,1996,11,25
Slept Alone,Towerz,Morning Coffee,GBKQU2237583,218,1992,8,4
Moscow Mule,Bad Bunny,Un Verano Sin Ti,QM6MZ2214875,103,1995,9,18
Te Felicito,Shakira,Te Felicito,USQX92201764,275,2009,3,9
Moscow Mule,Bad Bunny,Un Verano Sin Ti,QM6MZ2214875,222,2011,3,1
Te Felicito,Shakira,Te Felicito,USQX92201764,135,2015,10,28
Die For You,The Weeknd,Starboy,USUG11600995,242,2022,9,7
Scar Tissue,Red Hot Chili Peppers,Californication (Deluxe Edition),USWB19900674,252,2005,4,3
Broken Home,Papa Roach,Infest,USDW10021715,185,1999,12,2
Last Resort,Papa Roach,Infest,USDW10021712,196,1994,10,22
Belly Dancer,Imanbek,Belly Dancer,NLZ542200165,155,2021,1,2
Body on Fire,SOMMA,Body on Fire,DES232200150,123,2015,10,14
Let It Bleed,SOMMA,Let It Bleed,DES232200030,130,1999,2,21
Good Moments,ROW,Good Moments,DES232200080,170,2010,4,5
Overthinking,yuma.,Overthinking,DES232200090,149,2018,10,21
Bitter Heart,THRDL!FE,Bitter Heart,DES232200100,235,2011,12,4
Tainted Love,Harrison,Tainted Love,DES232100210,285,2021,10,7
Sweet Dreams,Marcus Layton,Sweet Dreams,DES232000210,218,2008,5,26
Spanish Girl,Zona Rika,Pa' Gozar - Zona Rika,MXF550514105,264,2008,2,8
Agua de vida,Perla Colombiana,La Perla Colombiana 20 Exitos (Vol 1),MX3191200342,175,1996,11,9
Amor Regresa,Los Askis,Pasión Y Cumbia,MXUM70803053,236,1995,6,6
La Ventanita,Garibaldi,Caribe,ES34G1301304,298,1993,12,12
Gracias Amor,Matecana Orquesta,20 Años - Lo Mejor y Lo Nuevo,COFC11332135,156,2007,6,23
Como La Flor,Selena,Dreaming Of You,USEL19500036,298,1990,2,12
Pibe Cantina,Yerba Brava,20 Grandes Exitos,ARF060500101,131,1997,11,1
Loco Loquito,Grupo Sonador,Serie 20 Exitos,QMHUY1751826,246,1993,9,22
Paloma ajena,Agua Marina,Vol. 13 Así es el amor,PEOE10113006,139,1998,2,2
Piensa En Mí,Grupo Mojado,Sueño Y Realidad,USFI29602656,278,2000,5,21
Al Despertar,Rayito Colombiano,Qué Cante El Amor,MXUM70801974,190,2016,6,9
¡Ay! El Amor,Los Askis,Amor Andino,MXUM70803224,149,2021,5,7
Cumbia poder,Celso Piña,Barrio Bravo,MXF160001121,197,2011,4,28
Chinito Rulo,Los Mirlos,Chinito Rulo,ES71G2001491,242,2010,12,15
Quiero Volar,Jorge Meza Y Su Tropi Colombia,25 Exitos De Oro,usx9p1204674,152,1992,4,28
rose's plaid,Mau,Les jours d'après,GBKQU2276647,212,2017,1,6
Star Sailing,Mondo Loops,Midnight Gazing,GBKQU2111730,281,2009,5,11
Lofi Lullaby,Mondo Loops,Forest Kingdom,GBKQU2273144,143,2018,11,11
Where We Are,Project AER,Journals,GBLV62113814,124,1996,9,16
Kukui Leaves,Phlocalyst,Roadwalks,GBLV62122216,246,2017,9,13
World Within,Hoogway,Equation Of Time,GBKQU2278078,100,2013,4,28
Into The Fog,So.Lo,QuietPath,GBKQU2262872,279,2013,8,2
Desert Winds,Mondo Loops,Forest Kingdom,GBKQU2273143,201,2002,8,24
Warm Colours,Osaki,Evergarden,GBKQU2266822,186,2013,7,26
Planet Earth,Hoogway,Equation Of Time,GBKQU2278076,206,2002,10,23
Escape Route,Mondo Loops,3 Am. Study Session,GBKQU2094061,276,2012,9,1
Heading Home,Celestial Alignment,Precious Moments,GBKQU2109836,187,2007,6,12
Our Hideaway,Elijah Lee,Escapade,GBLV62034578,156,1996,1,27
Green Fields,Hoogway,Thin Lines,GBLV62137518,225,2008,9,22
Sleepy Melly,HM Surf,12 Am. Study Session,GBKQU2204507,245,2007,11,19
Moonlit Walk,Purrple Cat,Cozy Winter,GBKQU2101967,269,2001,9,30
Wishing Well,Kaspa.,The Story,GBKQU2161357,257,2006,11,21
Stellar Wind,Ky akasha,Seeing Beauty in Everything,GBLV62102497,238,2020,12,1
Out Of Reach,Sleepermane,In Between Cycles,GBLV62127499,289,2021,12,6
working late,Goodnyght,Sleep Cycles EP,GBKQU2166808,203,2019,1,1
Neighborhood,Tibeauthetraveler,Scenery,GBKQU2196730,291,2004,8,31
Arizona Zero,WYS,Evermore,GBKQU2117841,145,1991,4,3
Line Between,Tonion,Stories of Synergy,GBKQU2255694,113,1993,4,9
Morning Brew,Hevi,"Before It's Late, Pt. 2",GBKQU2185231,149,2006,3,24
Don't Let Go,Blue Wednesday,Lazy Sunday,TCAEZ2059142,187,1997,3,3
Consequences,ENRA,In Motion,GBLV62001629,289,2010,9,6
good friends,Tatami Construct,Hidden World,GBLV62124732,179,1996,4,29
After Sunset,Living Room,After Sunset,GBKQU2181811,271,2016,12,9
A Meditation,Kanisan,A Way of Existing,TCAEU2058637,121,2006,10,14
Warm Country,l'Outlander,One Way Ticket,GBKQU2192478,217,2022,1,24
Tender Souls,Kupla,Melody Mountain,GBKQU2141774,130,2008,1,29
Light A Fire,C4C,The Pursuit of Simplicity EP,GBKQU2103338,217,2022,9,28
La Corriente,Bad Bunny,Un Verano Sin Ti,QM6MZ2214883,288,1991,1,5
Desesperados,Rauw Alejandro,VICE VERSA,USSD12100779,253,2004,3,6
Another Love,Tom Odell,Long Way Down,GBARL1300107,173,2012,6,21
La Corriente,Bad Bunny,Un Verano Sin Ti,QM6MZ2214883,292,1994,6,23
My Sacrifice,Creed,Weathered,USWU30107501,234,2017,12,15
Closer To You,Lucas Nord,Closer To You,DES232200400,242,1995,3,20
Give It To Me,Sigma,Hope,GBSXS2100112,185,1999,5,24
Smalltown Boy,Marcus Layton,Smalltown Boy,DES232200140,160,2014,6,14
Breathe Me In,Harrison,Breathe Me In,DES232100580,299,2005,2,18
Chemical Days,JLV,Chemical Days,DES232200020,264,2000,3,11
I Can't Sleep,SOMMA,I Can't Sleep,DES232000350,275,1991,1,11
Ojos Marrones,Lasso,Ojos Marrones,MXUM72200528,192,2017,7,10
No Es Por Acá,Carin Leon,No Es Por Acá,QZQMB2102485,206,2018,6,7
El Hijo Mayor,Junior H,El Hijo Mayor,USWL12200441,210,1990,5,20
Mi Niña Mujer,Los Ángeles Azules,Singles,MXUM70801268,153,2020,1,27
El Gran Varon,Willie Colón,Willie Colon - Greatest Hits,USDBB0600751,248,2010,12,29
Besar Tu Piel,Rayito Colombiano,Cicatrices,MXUM70801965,121,2008,4,22
Eres Mi Sueño,Septeto Acarey,Acarey Ya Llegó,USCGH1772707,259,2016,3,4
Pidele Perdon,Wence Y Su Grupo,20 Cumbias Con Amor,CA5KR1835498,106,1992,5,28
Rumba Cha Cha,Grupo Kual?,Los Reyes de la Cumbia,USPR70402087,145,1995,12,9
Oasis De Amor,Simba Musical,Cumbias Bailables,USN631100369,222,2018,3,29
Rumba Frenesi,Grupo Kual?,Los Reyes de la Cumbia Sonidera (En México),USAGX0508815,190,1995,5,13
Dejame Pensar,Grupo Jalado,15 Grandes Exitos,QZ4JJ1842769,290,2006,10,19
Ángel Malvado,Raymix,Oye Mujer,TCADC1712911,241,1990,3,17
Aléjate de Mi,Mexikolombia,Sin Mirar Atrás,MXD781803105,100,2002,5,15
Sexo en Fuego,Los Master Plus,Puro Cumbión Legendario,MX3741801303,100,2004,11,30
La Inconforme,Grupo G,Las Mejores Cumbias Sonideras,USALH0500269,229,2010,9,15
La Parabólica,La Sonora Dinamita,Colección Oro la Sonora Dinamita (Vol. 8),COF019000076,215,1998,11,8
Ven A Cumbiar,El Simbolo,Enciéndelo,ARA340800031,273,2004,3,14
Soy Maraquero,Kual,Lo Mas Ka-Bron Sonidero,USJTQ1108788,145,2008,9,4
Solo y Triste,Cielo Gris,Sonideras Peruanas: Cumbias & Guarachas Limpias,PEIFP2100299,115,2017,2,5
Cómo Estás Tú,Liberación,Con La Fuerza Del Destino,MXUM70801263,196,2008,10,23
Winds On Mars,No Spirit,Between Worlds,GBKQU2278938,213,2020,5,7
Before You Go,Jhove,Before You Go,TCAEU2021879,159,2002,7,13
Favorite Band,Hoogway,Thin Lines,GBLV62137512,239,2013,2,1
constellation,Mau,Les jours d'saprès,GBKQU2276649,274,2015,10,29
Get Back Home,Nuver,Kalopsia,GBLV62136431,205,2009,11,13
a lonely star,Jhove,falling dreams,GBKQU2117216,179,1995,3,22
Thinking Back,Nothingtosay,Cold Thoughts,GBKQU2271266,158,2004,10,27
Rays Of Light,cxlt.,A Moment Away,GBKQU2262878,230,2012,10,28
Thinking Spot,xander.,Forest Of Dreams,GBKQU2223264,274,1999,2,6
Setting Sails,Sitting Duck,Wonderland Chapter 1,GBLV62005769,162,2013,9,23
Orange Leaves,TABAL,Rainy Days,GBLV62116022,178,1992,3,5
Soft to Touch,Kupla,Life Forms,TCAEZ2059169,249,1991,12,17
Sleepin' warm,softy,The Day I Passed,GBKQU2260597,187,1991,4,9
Life Changing,Krynoze,Pawmises,GBKQU2271785,185,1994,9,7
Still Snowin',softy,The Day I Passed,GBKQU2260595,101,2009,6,23
Days of Roses,softy,The Day I Passed,GBKQU2260601,164,1990,8,23
Almost Asleep,Lenny Loops,Tender Memories,GBKQU2121135,188,2022,6,13
When I'm Gone,Hevi,When I'm Gone,GBLV62101746,229,2010,8,3
Point Me Home,Dimension 32,Silent Emotions,GBLV62100867,106,2021,4,21
The Silk Road,l'Outlander,Massa,GBKQU2166065,138,2010,3,30
beige palette,Blurred Figures,finding comfort,GBKQU2198416,202,2021,9,29
Down The Port,Miramare,Azure Blue,GBLV62009651,286,2006,7,3
Leaving Earth,Hoffy Beats,12 Am. Study Session,GBKQU2204504,254,2010,7,12
Hillside Tree,Kainbeats,Finding Beauty,GBKQU2152081,159,2011,8,19
Winter Shells,Mondo Loops,Terrapin,TCAEW2077420,106,2006,9,2
Friday nights,Amess,A place above heaven,GBKQU2173775,277,2011,9,13
Mellow Dreams,Living Room,Memories,GBKQU2254820,296,2015,6,25
Acrylic Paint,HM Surf,Morning Coffee,GBKQU2237580,144,2021,3,10
moonlit glass,Kanisan,"mist, shadows & i",GBLV62122972,111,1991,6,6
A Quiet Place,Prithvi,Timescapes : Longer Nights,GBKQU2222427,144,2016,9,22
Anywhere Else,Project AER,Journals,GBLV62113813,189,1994,11,24
Jupiter Moons,Casiio,Far Off,GBKQU2214062,260,2016,10,5
Honey & Lemon,Lilac,2 Am. Study Session,TCAES2036517,167,1992,5,12
Call You Soon,Louk,Can We Talk,GBKQU2140165,270,2019,6,10
Frost Flowers,Ambulo,Sea Forest,GBKQU2220289,106,2015,7,12
Midnight Glow,Casiio,Sleepless Night,GBKQU2242340,125,2014,4,6
Constellation,softy,The Beauty Around Us,GBLV62026696,106,2011,6,20
For The Roses,Hoogway,Beauty In All Forms,GBKQU2161397,240,2007,1,1
When We Speak,Team Astro,Three of Us,GBKQU2217528,296,2009,10,27
San Francisco,WYS,Cozy Winter,GBKQU2101976,215,1990,2,22
Opposite Ends,juniorodeo,Before Sunrise,GBKQU2122013,123,2007,10,1
Warm Updrafts,Kainbeats,A Walk Through the Sky,GBLV62121703,180,1996,1,14
Hidden Clouds,TABAL,Last Light,GBKQU2121774,235,2002,5,20
Forest Trails,mell-ø,Time To Go,GBKQU2187933,267,2004,6,8
Soft to Touch,Kupla,Lazy Sunday,TCAEZ2059169,253,2008,5,6
Brighter Days,Amess,Are we okay?,GBKQU2205701,217,2011,5,29
Ojitos Lindos,Bad Bunny,Un Verano Sin Ti,QM6MZ2214888,185,1995,9,8
Ojos Marrones,Lasso,Ojos Marrones,MXUM72200528,154,1998,1,9
No Es Por Acá,Carin Leon,No Es Por Acá,QZQMB2102485,118,2015,3,23
Ojitos Lindos,Bad Bunny,Un Verano Sin Ti,QM6MZ2214888,144,2014,12,15
Glimpse of Us,Joji,Glimpse of Us,USWB12201789,220,2016,11,17
November Rain,Guns N' Roses,Use Your Illusion I,USGF19141510,146,2008,10,24
My Generation,Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,USIR10001123,265,2010,7,15
Feel Your Body,Shift K3Y,Feel Your Body,DES232200380,161,2000,1,8
Harder We Fall,SOMMA,Harder We Fall,DES232200320,210,1993,8,14
Afraid To Feel,LF SYSTEM,Afraid To Feel,GBAHT2200492,295,2016,6,10
Something Real,Nu Aspect,Something Real,DES232100640,110,2007,5,2
Out of My Head,Jack Wins,Out of My Head,DES232100350,280,2002,3,29
Si Fuera Fácil,Grupo Marca Registrada,Si Fuera Fácil,USDXS2201491,142,2001,3,2
cómo dormiste?,Rels B,cómo dormiste?,UYB282276000,237,2003,3,8
Amor Prohibido,Selena,Amor Prohibido,USEL19400011,232,1996,3,12
Los Luchadores,Conjunto Africa,Exitos del Conjunto Africa,QM7281549793,209,2009,12,6
Chica Atrevida,Los Ángeles Azules,Alas Al Mundo,MXUM70801361,205,2011,5,29
Conga Y Timbal,Los Yaguarú,Conga Y Timbal,MXF331110574,133,2003,6,23
Cumbia Villera,Yerba Brava,20 Grandes Exitos,ARF060500106,286,1998,10,2
El Reo Ausente,Nery Pedraza,Desafiando Estilos,MX4971504693,266,2019,4,22
La Escandalosa,Bahia Libre,Quimica Sonidera,USJTQ1107864,162,2005,9,19
Muñeca Esquiva,Los Dinamiteros de Colombia,Sabor A Cumbia,MXF550800276,230,1990,7,29
Pega la vuelta,Daniel Agostini,La historia del Grupo Sombras - 18 temas completos,ARG991010221,249,2020,6,13
Amor De Amores,Los Ángeles Azules,Visión 20.20 Éxitos,MXUM70900864,229,2021,3,10
Vuela Mariposa,Grupo Maravilla,Lo Nuevo y Lo Mejor,USKH40500056,207,1996,1,30
Quedate Con Él,Grupo Jalado,Que Te Vaya Bien,ushm81761451,221,2009,12,26
Y Ahora Te Vas,La Nueva Luna,Humildad y Talento,ARG991029258,113,2020,9,13
Cloudy Springs,Kainbeats,Finding Beauty,GBKQU2152080,158,2003,1,19
Bed Of Flowers,Osaki,Evergarden,GBKQU2266821,122,2000,9,16
Morning Coffee,Osaki,New Beginnings,GBLV62104860,138,2020,7,26
Luthien's Song,Mondo Loops,Forest Kingdom,GBKQU2273140,206,1998,12,5
After The Rain,Laffey,After The Rain,GBLV62109049,219,2007,6,23
Frozen In Time,No Spirit,Between Worlds,GBKQU2278943,188,2007,2,4
Forest Friends,Laffey,Belonging,GBKQU2197298,166,2019,11,23
Restless Heart,Krynoze,Tomorrow Comes,GBKQU2202481,195,1993,3,25
City On A Hill,l'Outlander,One Way Ticket,GBKQU2192481,286,2012,1,27
Flying Doodles,Chau Sara,Sleepless Night,GBKQU2242335,143,2014,6,14
Spanish Castle,WYS,The Way Back,GBKQU2188278,261,1999,2,6
Find Your Path,amies,After All,GBKQU2256287,196,2019,5,15
Vivid Memories,Otaam,Lazy Sunday,TCAEZ2059174,264,2007,9,10
Planet Buddies,Team Astro,Travelers,GBKQU2108802,297,1994,6,12
Gavarine Falls,no one's perfect,Discrete Landscapes,GBLV62132632,185,2003,12,26
Distant Memory,Dontcry,Time In Motion,GBKQU2106999,179,1993,2,5
Higher Calling,l'Outlander,Homeland,GBKQU2131352,223,2017,9,28
The autumn sea,eugenio izzi,Reflections in the moonlight,GBKQU2164136,141,2007,7,13
Sweet Memories,GlobulDub,Blue Woods,GBKQU2109510,294,2000,7,31
From My Window,Dr. Dundiff,Winter Love,GBKQU2111266,168,2020,2,5
Distant Voices,BVG,A Spirit's Tale,GBKQU2187367,120,2005,6,27
Lost and Found,Mondo Loops,Nature's Beauty,GBKQU2229368,294,2014,1,19
soul searching,Tibeauthetraveler,Distance Love,GBKQU2185860,206,1993,4,6
Si Fuera Fácil,Grupo Marca Registrada,Si Fuera Fácil,USDXS2201491,247,1990,9,18
cómo dormiste?,Rels B,cómo dormiste?,UYB282276000,210,1997,2,13
Otro Atardecer,Bad Bunny,Un Verano Sin Ti,QM6MZ2214891,202,2018,10,25
Hold Me Closer,Elton John,Hold Me Closer,GBUM72205030,198,2003,10,2
cómo dormiste?,Rels B,cómo dormiste?,UYB282276000,208,2016,7,13
Change of Heart,SOMMA,Change of Heart,DES232100600,185,2019,1,20
DON'T YOU WORRY,Black Eyed Peas,DON'T YOU WORRY,USSM12202555,122,2001,9,14
No Te Pertenece,Grupo Klaz Y Keroz,Simplemente los Mejores Exitos,uscgh1422391,179,2019,1,11
Sopa De Caracol,Banda Blanca,Sopa De Caracol,USJ3V1069242,155,2018,11,6
Entrega De Amor,Los Ángeles Azules,Pachangón Sonidero,MXUM70801266,125,2006,1,22
Amigos Nada Más,Los Ángeles Azules,Como Te Voy A Olvidar (Baile Total),MXUM70801372,286,2022,3,21
Pégame Tu Vicio,Eddy Herrera,Vida,US3Z40407398,267,2003,12,13
El Gil de Tu Ex,Santaferia,En el Ojo del Huracán,ES71G1738632,262,2015,1,17
Regresa Mi Vida,Grupo Cañaveral De Humberto Pabón,"No Te Voy A Perdonar, Volumen 4",MXF331110594,107,2018,7,29
¿Dónde Estarás?,Raymix,Oye Mujer,TCACK1589663,279,2019,6,15
Vienes y Te Vas,Los Askis,Con la Fuerza de un Volcán,MXD781806108,247,2020,1,14
Me llamo Raquel,Banda Machos,La Reunión,MXF160001150,134,2006,12,9
Sonaja y Tambor,Los Yes Yes,Las Clásicas Olvidadas Con Los YES YES (Edición Especial Del 22 Aniversario),MX3191701286,148,2006,11,23
Oye Traicionera,Tiberio Y Sus Gatos Negros,Las Puertas del Cielo,QM7281570369,180,2008,1,1
Nunca me Faltes,Antonio Rios,El Maestro,ARF060601115,254,2002,10,29
Como Una Novela,Los Acosta,Íconos 25 Éxitos,MXUM70801335,153,2006,9,18
Juana La Cubana,Fito Olivares y Su Grupo,"Grandes Exitos ""Reinas Y Brujas""",USBAE1203152,253,1993,8,7
Amor de Crucero,Sonido Satanás,Barrio de Mis Amores,QM4DW1684720,139,2013,1,25
Amor Regresa Ya,Grupo Kual Dinastia Pedraza,Reevolucion,QM7281824826,187,1996,5,20
The Secret Road,DaniSogen,Enchantments,GBKQU2175193,102,2007,2,9
As Time Goes By,Ivylake,Moonfern,GBKQU2219127,277,2006,4,19
Kingdom in Blue,Kupla,Kingdom in Blue,TCAEQ2084605,285,2020,12,6
